ACCIDENT_TIME,DAY_OF_WEEK,LONGITUDE,LATITUDE,Suburbs,TOTAL_PERSONS,ACCIDENT_TYPE
22.24.00,Wednesday,145.01227,-37.76463,DAREBIN,2,Collision with vehicle
18.40.00,Tuesday,143.8229,-37.60385,BALLARAT,4,Collision with vehicle
17.00.00,Saturday,145.04401,-37.85852,STONNINGTON,2,Collision with vehicle
01.50.00,Sunday,146.99749,-36.45489,ALPINE,1,No collision and no object struck
21.30.00,Wednesday,145.38669,-37.757,YARRA RANGES,1,Struck animal
14.50.00,Saturday,145.18322,-37.66102,NILLUMBIK,9,collision with some other object
16.05.00,Saturday,145.15674,-37.93315,DANDENONG,2,Collision with vehicle
16.00.00,Saturday,145.40391,-37.76677,YARRA RANGES,2,Collision with vehicle
22.35.00,Friday,145.00165,-37.75229,DAREBIN,5,Collision with vehicle
18.40.00,Saturday,144.92393,-37.73536,MOONEE VALLEY,1,Collision with a fixed object
18.30.00,Saturday,145.32334,-38.01767,CASEY,2,Collision with vehicle
01.25.00,Saturday,144.22837,-35.84583,GANNAWARRA,2,Struck animal
18.39.00,Saturday,145.14601,-38.14848,FRANKSTON,3,Collision with vehicle
14.32.00,Saturday,143.74425,-37.5251,BALLARAT,2,Collision with a fixed object
19.50.00,Thursday,144.84257,-37.83531,HOBSONS BAY,2,Collision with vehicle
19.30.00,Saturday,145.26599,-38.04566,CASEY,2,Collision with vehicle
23.45.00,Tuesday,144.98993,-37.87257,PORT PHILLIP,2,Collision with vehicle
05.50.00,Friday,145.33037,-38.10251,CASEY,1,Collision with a fixed object
20.30.00,Wednesday,144.97973,-37.84772,MELBOURNE,2,Collision with vehicle
19.00.00,Thursday,145.21736,-36.05383,MOIRA,1,collision with some other object
19.15.00,Tuesday,144.96348,-37.84808,PORT PHILLIP,2,Collision with vehicle
18.25.00,Monday,144.88108,-37.82722,HOBSONS BAY,2,Collision with vehicle
17.15.00,Sunday,145.0028,-37.85314,STONNINGTON,2,Collision with vehicle
19.05.00,Monday,144.96885,-37.80729,MELBOURNE,2,Collision with vehicle
03.00.00,Tuesday,145.07138,-37.7469,BANYULE,1,Collision with a fixed object
05.30.00,Tuesday,145.13034,-38.08012,KINGSTON,2,Collision with vehicle
05.35.00,Tuesday,145.04973,-37.8678,STONNINGTON,1,Collision with vehicle
20.01.00,Monday,144.78202,-37.84416,HOBSONS BAY,2,Collision with vehicle
23.30.00,Monday,144.21928,-38.12252,GOLDEN PLAINS,1,Struck animal
19.20.00,Friday,145.01773,-37.8718,GLEN EIRA,3,Struck Pedestrian
18.08.00,Sunday,144.56744,-37.68815,MELTON,3,Collision with vehicle
01.10.00,Tuesday,144.35282,-37.37224,HEPBURN,1,Vehicle overturned (no collision)
05.50.00,Friday,144.74612,-37.87097,WYNDHAM,2,Collision with vehicle
19.45.00,Thursday,145.11812,-38.04977,KINGSTON,1,Collision with vehicle
02.21.00,Monday,145.09716,-37.9445,KINGSTON,2,Collision with vehicle
05.25.00,Monday,145.07776,-38.22646,MORNINGTON PENINSULA,1,Struck animal
18.45.00,Tuesday,144.00678,-37.3267,HEPBURN,2,Struck Pedestrian
23.00.00,Saturday,145.03615,-38.22231,MORNINGTON PENINSULA,2,Collision with a fixed object
22.30.00,Monday,145.01475,-37.82019,YARRA,1,No collision and no object struck
21.40.00,Wednesday,145.07852,-37.77966,BOROONDARA,2,Collision with vehicle
18.24.00,Wednesday,145.10574,-38.03299,KINGSTON,4,Collision with vehicle
18.00.00,Wednesday,145.28544,-37.92503,KNOX,2,Collision with vehicle
19.00.00,Friday,145.0062,-37.74564,DAREBIN,3,Struck Pedestrian
18.45.00,Thursday,144.28715,-36.75499,BENDIGO,3,Collision with vehicle
18.32.00,Friday,144.6136,-37.88768,WYNDHAM,5,Collision with vehicle
18.50.00,Friday,144.99905,-37.81927,YARRA,1,Vehicle overturned (no collision)
16.35.00,Friday,145.20787,-37.99119,DANDENONG,5,Collision with vehicle
18.15.00,Thursday,145.14884,-38.10699,FRANKSTON,2,Collision with a fixed object
18.00.00,Friday,145.12183,-37.82874,WHITEHORSE,2,Collision with vehicle
18.00.00,Wednesday,144.46595,-37.68731,MOORABOOL,2,Collision with vehicle
18.00.00,Thursday,145.24595,-38.03601,DANDENONG,2,Collision with vehicle
16.30.00,Saturday,146.39219,-37.8569,BAW BAW,2,Collision with a fixed object
19.22.00,Tuesday,144.88496,-37.71716,MOONEE VALLEY,3,Collision with vehicle
20.30.00,Wednesday,144.92715,-37.59121,HUME,2,Struck Pedestrian
21.17.00,Tuesday,144.92091,-37.70538,MORELAND,2,Collision with vehicle
21.44.00,Tuesday,143.85827,-37.56715,BALLARAT,2,Collision with vehicle
20.48.00,Tuesday,145.02892,-37.53409,WHITTLESEA,1,Collision with a fixed object
19.00.00,Tuesday,145.05063,-37.79933,BOROONDARA,2,Collision with vehicle
14.50.00,Saturday,145.28074,-38.11279,CASEY,4,Collision with vehicle
15.30.00,Saturday,145.78781,-36.73014,STRATHBOGIE,1,No collision and no object struck
08.15.00,Sunday,145.19685,-37.99123,DANDENONG,2,Collision with vehicle
19.50.00,Monday,145.16212,-37.88174,MONASH,2,Collision with vehicle
19.45.00,Friday,145.19063,-38.00105,DANDENONG,4,Collision with vehicle
18.00.00,Friday,146.28466,-36.31979,WANGARATTA,1,Collision with a fixed object
19.20.00,Friday,144.91729,-37.76635,MOONEE VALLEY,1,Collision with vehicle
22.20.00,Friday,144.12483,-35.63277,GANNAWARRA,1,Collision with a fixed object
00.45.00,Saturday,145.11003,-38.15386,FRANKSTON,1,Collision with vehicle
02.05.00,Saturday,145.02751,-37.7134,DAREBIN,1,Collision with a fixed object
22.00.00,Friday,142.14629,-34.21504,MILDURA,2,Collision with vehicle
19.15.00,Monday,145.08942,-37.77983,BOROONDARA,2,Collision with vehicle
21.30.00,Friday,146.16777,-38.03941,BAW BAW,1,Collision with a fixed object
18.28.00,Wednesday,145.40356,-36.38054,SHEPPARTON,2,Collision with vehicle
08.00.00,Saturday,142.49796,-35.0605,MILDURA,2,Collision with a fixed object
18.16.00,Thursday,144.97766,-37.82264,MELBOURNE,2,Collision with vehicle
19.30.00,Thursday,145.04598,-37.87664,GLEN EIRA,4,Collision with vehicle
22.25.00,Wednesday,144.94595,-37.80026,MELBOURNE,2,Collision with a fixed object
02.45.00,Thursday,146.88341,-37.92408,WELLINGTON,1,Struck animal
19.00.00,Saturday,145.13048,-37.79726,WHITEHORSE,4,Collision with vehicle
21.18.00,Sunday,144.92841,-37.7755,MOONEE VALLEY,3,Collision with a fixed object
20.00.00,Wednesday,144.25817,-36.74692,BENDIGO,3,Collision with vehicle
18.10.00,Thursday,145.37994,-37.78689,YARRA RANGES,2,Collision with vehicle
00.05.00,Wednesday,145.05392,-37.90571,GLEN EIRA,3,Collision with vehicle
21.10.00,Tuesday,144.8811,-37.77503,MARIBYRNONG,3,Struck Pedestrian
00.34.00,Wednesday,145.16213,-37.97409,DANDENONG,1,Collision with a fixed object
05.20.00,Tuesday,145.23086,-37.61284,NILLUMBIK,1,Collision with a fixed object
16.00.00,Friday,144.89229,-37.769,MARIBYRNONG,2,Struck Pedestrian
17.00.00,Friday,146.43859,-36.66417,WANGARATTA,5,Fall from or in moving vehicle
19.00.00,Friday,145.06173,-37.75889,BANYULE,2,Collision with vehicle
17.20.00,Friday,145.11557,-37.51181,WHITTLESEA,3,Collision with vehicle
19.30.00,Friday,145.34107,-38.04574,CASEY,2,Collision with vehicle
19.56.00,Wednesday,145.1557,-37.86802,MONASH,3,Collision with vehicle
23.35.00,Wednesday,144.34797,-38.09302,GEELONG,2,Struck Pedestrian
05.05.00,Wednesday,142.46165,-38.35219,WARRNAMBOOL,1,Struck animal
23.00.00,Wednesday,144.70734,-37.73491,MELTON,1,Collision with a fixed object
16.30.00,Sunday,145.16431,-36.82016,STRATHBOGIE,3,Collision with vehicle
23.00.00,Monday,144.34737,-38.09034,GEELONG,3,Collision with vehicle
04.30.00,Tuesday,145.23479,-37.9672,CASEY,2,Collision with vehicle
00.40.00,Sunday,144.97335,-37.83684,PORT PHILLIP,3,Collision with vehicle
02.11.00,Sunday,144.74697,-37.85405,WYNDHAM,3,Collision with vehicle
09.44.00,Sunday,145.07576,-38.33367,MORNINGTON PENINSULA,1,Collision with a fixed object
22.20.00,Saturday,144.73002,-37.86964,WYNDHAM,3,Collision with vehicle
16.15.00,Sunday,146.26725,-38.18238,LATROBE,1,Vehicle overturned (no collision)
23.55.00,Saturday,145.28922,-37.80292,MAROONDAH,5,Collision with vehicle
06.00.00,Sunday,147.79172,-36.66398,EAST GIPPSLAND,1,Collision with a fixed object
20.00.00,Friday,145.05443,-37.82308,BOROONDARA,2,Struck Pedestrian
19.30.00,Friday,144.98824,-37.82797,MELBOURNE,2,Struck Pedestrian
17.00.00,Friday,145.25558,-37.97814,CASEY,7,Collision with vehicle
20.25.00,Friday,144.81355,-37.8251,WYNDHAM,2,Collision with vehicle
18.40.00,Friday,145.02529,-37.67777,WHITTLESEA,3,Collision with vehicle
23.00.00,Friday,144.76999,-36.98045,MITCHELL,2,Struck animal
15.00.00,Saturday,145.35731,-37.64978,YARRA RANGES,1,Collision with a fixed object
18.10.00,Friday,144.99743,-37.77717,DAREBIN,2,Collision with vehicle
22.30.00,Saturday,145.16819,-37.65616,NILLUMBIK,1,Struck animal
18.00.00,Tuesday,145.05065,-37.87545,STONNINGTON,2,Collision with vehicle
02.00.00,Wednesday,142.47964,-38.38085,WARRNAMBOOL,2,Struck Pedestrian
19.00.00,Tuesday,145.84791,-38.12872,BAW BAW,3,Collision with vehicle
16.50.00,Sunday,145.49768,-38.21528,CARDINIA,3,Collision with vehicle
19.50.00,Sunday,148.7187,-37.79775,EAST GIPPSLAND,4,Vehicle overturned (no collision)
21.40.00,Sunday,144.82631,-37.62851,HUME,1,Collision with a fixed object
22.05.00,Sunday,145.12328,-38.07969,KINGSTON,1,Collision with a fixed object
01.50.00,Sunday,145.1587,-37.91848,MONASH,2,Collision with vehicle
19.30.00,Tuesday,143.81402,-37.54467,BALLARAT,2,Collision with vehicle
07.45.00,Saturday,144.94398,-37.8003,MELBOURNE,2,Collision with vehicle
22.25.00,Monday,144.60682,-37.34592,MACEDON RANGES,1,Vehicle overturned (no collision)
14.00.00,Saturday,145.47126,-38.06875,CARDINIA,3,Collision with vehicle
15.00.00,Saturday,147.27654,-37.74501,EAST GIPPSLAND,1,Collision with a fixed object
16.30.00,Saturday,144.93182,-37.77305,MOONEE VALLEY,3,Collision with vehicle
15.00.00,Saturday,145.23414,-37.98711,CASEY,1,Collision with a fixed object
02.30.00,Sunday,145.10858,-37.8918,MONASH,2,Struck Pedestrian
19.00.00,Tuesday,144.98023,-37.76735,MORELAND,2,Collision with vehicle
19.45.00,Saturday,144.31432,-38.04541,GEELONG,1,Struck animal
18.30.00,Wednesday,145.00331,-37.95159,BAYSIDE,2,Collision with vehicle
19.15.00,Thursday,145.30011,-38.15453,CASEY,1,Vehicle overturned (no collision)
17.00.00,Friday,144.93258,-37.81871,MELBOURNE,6,Collision with vehicle
18.00.00,Thursday,145.3388,-37.74291,YARRA RANGES,2,Collision with vehicle
21.35.00,Friday,145.08938,-37.887,MONASH,5,Collision with vehicle
14.15.00,Saturday,145.04857,-37.7344,BANYULE,2,Collision with vehicle
15.55.00,Saturday,145.06103,-37.92141,GLEN EIRA,2,Collision with vehicle
15.45.00,Saturday,144.25884,-35.79242,GANNAWARRA,1,Vehicle overturned (no collision)
05.15.00,Thursday,145.95182,-38.52903,SOUTH GIPPSLAND,2,Collision with a fixed object
00.00.00,Monday,145.21702,-37.9718,DANDENONG,3,Collision with vehicle
19.45.00,Tuesday,145.27081,-37.84077,KNOX,2,Struck Pedestrian
05.50.00,Tuesday,145.00381,-37.84818,STONNINGTON,1,No collision and no object struck
05.30.00,Tuesday,143.03696,-35.66715,BULOKE,1,Collision with a fixed object
18.47.00,Saturday,144.95847,-37.80404,MELBOURNE,2,Collision with vehicle
15.05.00,Saturday,145.14594,-38.05576,KINGSTON,1,Vehicle overturned (no collision)
18.40.00,Saturday,145.06855,-37.68343,WHITTLESEA,5,Collision with vehicle
22.00.00,Friday,144.28982,-36.79398,BENDIGO,1,Other accident
15.10.00,Saturday,144.95077,-37.73263,MORELAND,2,Collision with vehicle
01.00.00,Monday,144.95147,-37.80114,MELBOURNE,2,Collision with vehicle
03.47.00,Friday,145.36107,-38.04008,CASEY,3,Collision with vehicle
22.00.00,Saturday,145.10369,-37.91005,MONASH,1,Collision with a fixed object
02.00.00,Sunday,145.03766,-37.88888,GLEN EIRA,2,Collision with vehicle
20.50.00,Saturday,144.33781,-38.22022,GEELONG,3,Collision with a fixed object
02.05.00,Sunday,143.67067,-35.47244,SWAN HILL,4,Collision with vehicle
00.20.00,Wednesday,145.01146,-37.85489,STONNINGTON,1,Collision with vehicle
18.30.00,Thursday,143.86866,-37.60311,BALLARAT,3,Collision with vehicle
19.50.00,Thursday,145.06478,-37.89895,GLEN EIRA,2,No collision and no object struck
19.25.00,Thursday,142.08414,-34.19777,MILDURA,2,Collision with vehicle
20.20.00,Thursday,145.25345,-38.11005,CASEY,4,Collision with vehicle
20.34.00,Wednesday,144.9836,-38.36246,MORNINGTON PENINSULA,1,Collision with a fixed object
18.33.00,Wednesday,145.14148,-38.14095,FRANKSTON,3,Collision with a fixed object
19.00.00,Wednesday,144.98527,-37.82412,MELBOURNE,2,Struck Pedestrian
19.30.00,Tuesday,145.25052,-36.84641,STRATHBOGIE,1,Collision with a fixed object
19.44.00,Wednesday,147.17047,-38.17264,WELLINGTON,5,Collision with a fixed object
20.00.00,Tuesday,143.93804,-37.01784,MOUNT ALEXANDER,1,Collision with a fixed object
20.40.00,Wednesday,144.74463,-37.72802,MELTON,2,Collision with vehicle
22.40.00,Wednesday,145.69314,-38.57665,BASS COAST,1,Struck animal
16.15.00,Sunday,145.05702,-37.96459,KINGSTON,2,Collision with vehicle
18.12.00,Friday,145.176,-37.85253,WHITEHORSE,2,Collision with a fixed object
09.40.00,Sunday,144.98519,-37.81638,MELBOURNE,1,Collision with a fixed object
23.50.00,Saturday,145.70169,-36.98327,MANSFIELD,1,Vehicle overturned (no collision)
02.00.00,Sunday,145.48064,-35.92422,MOIRA,2,Other accident
18.30.00,Tuesday,145.27996,-38.04189,CASEY,2,No collision and no object struck
22.40.00,Thursday,144.61713,-37.69975,MELTON,7,Collision with vehicle
21.55.00,Wednesday,145.10515,-37.88631,MONASH,6,Collision with vehicle
21.30.00,Thursday,145.02397,-37.48862,WHITTLESEA,7,Collision with vehicle
04.29.00,Monday,146.27186,-36.37209,WANGARATTA,3,Vehicle overturned (no collision)
01.05.00,Friday,144.95147,-37.64335,HUME,2,Collision with vehicle
03.23.00,Friday,145.03116,-37.79468,BOROONDARA,1,Collision with a fixed object
04.05.00,Friday,146.02283,-38.17832,BAW BAW,1,Collision with a fixed object
00.30.00,Thursday,142.86492,-37.98708,MOYNE,1,Vehicle overturned (no collision)
02.48.00,Thursday,145.05885,-37.82002,BOROONDARA,1,Collision with a fixed object
16.17.00,Friday,145.49483,-37.93298,CARDINIA,2,No collision and no object struck
00.30.00,Wednesday,145.43727,-37.65475,YARRA RANGES,1,Collision with a fixed object
22.20.00,Monday,144.95079,-38.35342,MORNINGTON PENINSULA,2,Struck Pedestrian
23.30.00,Monday,142.76243,-38.31212,MOYNE,1,Struck animal
17.15.00,Sunday,144.97764,-37.80312,YARRA,2,Collision with vehicle
16.55.00,Friday,145.14649,-37.88229,MONASH,3,Collision with a fixed object
19.45.00,Sunday,145.06846,-37.64837,WHITTLESEA,2,Fall from or in moving vehicle
22.30.00,Tuesday,145.3668,-38.04405,CARDINIA,3,Collision with vehicle
17.30.00,Friday,145.20103,-38.11804,FRANKSTON,3,Collision with vehicle
19.30.00,Friday,145.14884,-37.69585,NILLUMBIK,3,Collision with vehicle
18.40.00,Wednesday,145.01044,-37.86382,GLEN EIRA,2,Collision with vehicle
19.30.00,Thursday,145.28338,-38.10994,CASEY,3,collision with some other object
16.30.00,Sunday,145.3175,-37.65068,NILLUMBIK,1,Collision with a fixed object
16.25.00,Friday,144.99604,-37.81009,YARRA,2,Struck Pedestrian
22.17.00,Friday,144.94986,-37.71787,MORELAND,2,Collision with vehicle
16.20.00,Friday,144.61043,-36.49832,BENDIGO,5,Collision with vehicle
17.20.00,Friday,145.09243,-37.82537,BOROONDARA,1,Collision with vehicle
16.05.00,Friday,141.86918,-36.37197,HINDMARSH,2,Collision with a fixed object
19.41.00,Friday,144.64034,-37.88749,WYNDHAM,2,Collision with vehicle
20.25.00,Thursday,145.20345,-37.95189,DANDENONG,1,No collision and no object struck
21.05.00,Friday,144.92502,-37.66037,HUME,2,Struck Pedestrian
04.45.00,Friday,141.67036,-38.08287,GLENELG,1,Collision with a fixed object
00.12.00,Saturday,145.21701,-37.83255,MAROONDAH,4,Collision with vehicle
20.00.00,Thursday,144.92983,-37.78965,MELBOURNE,2,Struck Pedestrian
02.30.00,Tuesday,145.10635,-36.95223,MITCHELL,2,Collision with a fixed object
18.40.00,Sunday,145.20684,-37.95926,DANDENONG,3,Collision with vehicle
20.10.00,Sunday,144.63258,-37.71083,MELTON,1,Collision with a fixed object
18.35.00,Sunday,145.01851,-37.87943,GLEN EIRA,3,Collision with vehicle
17.30.00,Sunday,145.2423,-37.97296,CASEY,4,Collision with vehicle
22.00.00,Thursday,145.12445,-37.77771,MANNINGHAM,3,Collision with vehicle
01.30.00,Sunday,146.36346,-37.06644,MANSFIELD,1,Collision with a fixed object
05.30.00,Monday,144.5504,-37.37974,MACEDON RANGES,2,Collision with vehicle
06.40.00,Sunday,145.27588,-38.17536,CASEY,3,Collision with vehicle
18.00.00,Sunday,145.18738,-37.87663,MONASH,1,Collision with vehicle
23.10.00,Friday,144.98206,-36.44815,CAMPASPE,4,Collision with vehicle
03.16.00,Friday,144.98221,-37.85556,PORT PHILLIP,1,Vehicle overturned (no collision)
19.15.00,Thursday,145.21251,-37.98621,DANDENONG,3,Collision with vehicle
01.42.00,Thursday,145.01361,-37.74638,DAREBIN,1,Collision with a fixed object
23.20.00,Thursday,142.91392,-38.60284,CORANGAMITE,1,Collision with a fixed object
19.57.00,Thursday,143.89433,-37.85264,GOLDEN PLAINS,5,Collision with a fixed object
00.07.00,Friday,145.0923,-37.77484,MANNINGHAM,2,Struck Pedestrian
02.35.00,Friday,146.89565,-36.10573,WODONGA,1,Collision with a fixed object
22.40.00,Thursday,145.58767,-38.59066,BASS COAST,1,Collision with vehicle
16.07.00,Sunday,146.43125,-38.23482,LATROBE,1,Collision with a fixed object
19.00.00,Tuesday,145.26021,-37.91341,KNOX,3,Collision with vehicle
04.10.00,Wednesday,145.43276,-37.65442,YARRA RANGES,1,Struck animal
21.20.00,Sunday,144.95952,-37.78373,MELBOURNE,4,Collision with vehicle
22.00.00,Monday,145.25069,-37.97416,CASEY,2,Collision with a fixed object
17.30.00,Sunday,145.11421,-37.82124,WHITEHORSE,3,Collision with vehicle
09.20.00,Sunday,145.08416,-37.91535,MONASH,4,Collision with vehicle
17.25.00,Friday,145.35061,-38.1926,CASEY,2,Collision with vehicle
14.45.00,Saturday,144.89176,-37.72315,MOONEE VALLEY,3,Collision with vehicle
14.26.00,Saturday,144.87756,-37.76893,MARIBYRNONG,5,Collision with vehicle
15.24.00,Saturday,147.97282,-36.1387,TOWONG,1,Collision with a fixed object
17.30.00,Saturday,145.44265,-37.80269,YARRA RANGES,1,Collision with a fixed object
16.16.00,Saturday,144.80435,-37.75942,BRIMBANK,5,Collision with vehicle
15.50.00,Saturday,149.25411,-37.56868,EAST GIPPSLAND,4,Collision with a fixed object
18.40.00,Friday,144.93242,-37.6217,HUME,2,Collision with vehicle
19.20.00,Wednesday,145.33482,-37.75868,YARRA RANGES,4,Collision with vehicle
16.20.00,Friday,144.96316,-37.81425,MELBOURNE,4,Struck Pedestrian
17.00.00,Saturday,144.70225,-37.57765,HUME,1,No collision and no object struck
22.00.00,Friday,142.19973,-36.71784,HORSHAM,4,Collision with vehicle
16.45.00,Friday,144.74699,-37.88618,WYNDHAM,2,Collision with vehicle
19.45.00,Friday,145.24365,-37.85275,KNOX,2,Collision with vehicle
19.30.00,Wednesday,144.44125,-38.26899,GEELONG,1,Collision with a fixed object
18.45.00,Tuesday,144.49011,-36.80698,BENDIGO,1,Collision with a fixed object
20.10.00,Tuesday,145.28574,-37.9784,CASEY,2,Collision with vehicle
16.50.00,Sunday,145.1915,-37.6704,NILLUMBIK,1,Collision with a fixed object
16.15.00,Saturday,145.00459,-37.73804,DAREBIN,2,Struck Pedestrian
17.15.00,Friday,143.26519,-36.76161,NORTHERN GRAMPIANS,2,Vehicle overturned (no collision)
18.45.00,Saturday,146.82574,-38.13028,WELLINGTON,3,Collision with vehicle
16.15.00,Saturday,143.98064,-38.53038,SURF COAST,4,Collision with vehicle
19.00.00,Saturday,145.13033,-38.11049,FRANKSTON,2,No collision and no object struck
20.35.00,Saturday,144.92956,-37.61764,HUME,2,Collision with a fixed object
21.20.00,Saturday,145.24364,-38.02667,DANDENONG,3,Collision with vehicle
20.20.00,Saturday,141.36781,-37.60559,GLENELG,2,Collision with a fixed object
22.15.00,Saturday,146.45006,-38.23869,LATROBE,3,Struck animal
22.48.00,Wednesday,147.09657,-38.10194,WELLINGTON,1,Collision with a fixed object
00.30.00,Sunday,145.163,-37.89602,MONASH,1,Collision with a fixed object
04.02.00,Sunday,144.93142,-37.64087,HUME,2,Collision with vehicle
17.30.00,Saturday,145.44318,-37.9199,CARDINIA,1,Vehicle overturned (no collision)
18.20.00,Tuesday,144.85009,-37.77591,MARIBYRNONG,2,Collision with vehicle
14.35.00,Saturday,145.15158,-37.69936,NILLUMBIK,2,Collision with vehicle
14.45.00,Saturday,144.96244,-37.80879,MELBOURNE,2,Collision with vehicle
01.40.00,Friday,145.21535,-38.01461,DANDENONG,5,Collision with vehicle
16.00.00,Friday,145.07275,-37.92287,GLEN EIRA,2,Collision with vehicle
16.20.00,Saturday,142.33998,-38.28895,MOYNE,2,Collision with vehicle
00.49.00,Thursday,144.9666,-37.74131,MORELAND,2,Collision with vehicle
00.40.00,Tuesday,145.07454,-37.89828,GLEN EIRA,2,Collision with vehicle
03.48.00,Thursday,144.95858,-37.65255,HUME,3,Collision with vehicle
00.30.00,Wednesday,145.97913,-36.38617,BENALLA,1,collision with some other object
21.36.00,Wednesday,144.92382,-37.63995,HUME,7,Collision with vehicle
06.00.00,Thursday,144.94104,-37.57442,HUME,2,Collision with vehicle
18.15.00,Wednesday,145.25993,-38.08021,CASEY,5,Collision with vehicle
17.00.00,Sunday,145.00513,-37.64971,WHITTLESEA,3,Collision with vehicle
17.00.00,Sunday,145.20628,-37.93338,MONASH,1,Collision with a fixed object
18.10.00,Monday,144.93142,-37.64087,HUME,3,Struck Pedestrian
20.00.00,Monday,145.58427,-37.98022,CARDINIA,1,Struck animal
20.24.00,Monday,147.61118,-37.83079,EAST GIPPSLAND,2,Collision with vehicle
20.20.00,Monday,145.25899,-38.02701,CASEY,1,Collision with a fixed object
18.00.00,Thursday,144.96028,-37.71895,MORELAND,2,Collision with vehicle
02.00.00,Tuesday,144.30643,-36.7666,BENDIGO,1,Collision with a fixed object
04.20.00,Sunday,145.08107,-37.6505,WHITTLESEA,1,Collision with a fixed object
08.45.00,Sunday,145.00319,-37.8481,STONNINGTON,3,Collision with vehicle
10.00.00,Sunday,145.28853,-38.04245,CASEY,1,Collision with vehicle
09.59.00,Sunday,147.63075,-37.82593,EAST GIPPSLAND,8,Collision with vehicle
09.05.00,Sunday,144.96012,-37.70108,MORELAND,3,Collision with vehicle
17.40.00,Friday,145.10747,-38.35363,MORNINGTON PENINSULA,2,Collision with vehicle
17.45.00,Saturday,144.93002,-37.65237,HUME,2,Collision with vehicle
18.50.00,Saturday,144.24291,-36.77831,BENDIGO,2,Collision with vehicle
14.20.00,Saturday,144.53701,-37.34846,MACEDON RANGES,3,Collision with vehicle
19.05.00,Saturday,145.0132,-37.68403,WHITTLESEA,4,Collision with vehicle
20.05.00,Friday,144.24667,-36.78536,BENDIGO,3,Collision with vehicle
23.40.00,Friday,145.36737,-37.876,YARRA RANGES,1,Collision with a fixed object
19.00.00,Saturday,145.10737,-37.58841,WHITTLESEA,1,Vehicle overturned (no collision)
00.20.00,Sunday,144.4934,-38.27796,GEELONG,3,Struck Pedestrian
00.05.00,Sunday,145.31857,-37.88839,YARRA RANGES,1,Collision with a fixed object
17.10.00,Saturday,143.58049,-37.68124,GOLDEN PLAINS,1,Collision with a fixed object
19.30.00,Thursday,144.97879,-37.86755,PORT PHILLIP,2,Collision with vehicle
08.30.00,Sunday,144.5121,-35.99276,CAMPASPE,1,Collision with a fixed object
21.45.00,Monday,145.093,-37.88067,MONASH,2,Collision with vehicle
17.02.00,Sunday,146.26875,-38.19331,LATROBE,1,Collision with a fixed object
16.10.00,Sunday,143.67803,-37.46061,BALLARAT,9,Collision with vehicle
17.25.00,Sunday,145.30379,-37.9334,KNOX,7,Collision with vehicle
18.30.00,Monday,144.2563,-36.75298,BENDIGO,1,Collision with a fixed object
16.50.00,Sunday,142.30021,-34.878,MILDURA,6,Vehicle overturned (no collision)
18.10.00,Sunday,145.92797,-36.45024,BENALLA,1,Collision with a fixed object
18.10.00,Sunday,144.77662,-37.75999,BRIMBANK,5,Collision with vehicle
03.05.00,Sunday,144.99581,-37.83367,YARRA,1,Collision with a fixed object
19.47.00,Saturday,144.7101,-37.83718,WYNDHAM,1,Fall from or in moving vehicle
04.30.00,Sunday,144.76844,-37.76873,BRIMBANK,1,Collision with a fixed object
07.25.00,Sunday,144.96874,-37.80816,MELBOURNE,2,Collision with vehicle
08.57.00,Sunday,145.21777,-37.83703,MAROONDAH,3,Collision with vehicle
16.10.00,Saturday,144.96964,-37.78489,YARRA,1,Collision with vehicle
10.00.00,Sunday,145.21243,-37.86163,KNOX,2,Collision with vehicle
09.30.00,Sunday,144.9689,-37.82933,MELBOURNE,2,Collision with vehicle
09.35.00,Sunday,144.98402,-37.86022,PORT PHILLIP,4,Collision with a fixed object
19.20.00,Wednesday,145.13592,-37.61913,NILLUMBIK,4,Collision with vehicle
23.30.00,Tuesday,145.11775,-37.90846,MONASH,1,Collision with a fixed object
22.00.00,Monday,145.00935,-37.7919,YARRA,1,Collision with a fixed object
16.10.00,Sunday,144.96397,-37.82272,MELBOURNE,2,Collision with vehicle
16.00.00,Sunday,145.56533,-37.80607,YARRA RANGES,2,Collision with a fixed object
17.30.00,Sunday,144.44146,-37.64302,MOORABOOL,1,Collision with a fixed object
21.31.00,Sunday,144.77223,-37.73332,BRIMBANK,3,Collision with vehicle
02.25.00,Monday,144.97316,-37.80811,MELBOURNE,5,Collision with vehicle
01.00.00,Sunday,145.0178,-37.68068,WHITTLESEA,2,Collision with vehicle
19.40.00,Tuesday,144.89801,-37.80074,MARIBYRNONG,3,Collision with vehicle
22.30.00,Sunday,143.71736,-37.90047,GOLDEN PLAINS,1,Struck animal
15.35.00,Saturday,144.87439,-37.73036,MOONEE VALLEY,4,Collision with vehicle
16.15.00,Sunday,145.27973,-37.90366,KNOX,2,Collision with vehicle
18.40.00,Sunday,145.4467,-36.399,SHEPPARTON,4,Collision with vehicle
19.30.00,Monday,146.50875,-38.18279,LATROBE,2,Collision with vehicle
18.00.00,Wednesday,146.53983,-38.1832,LATROBE,1,Collision with a fixed object
06.44.00,Saturday,144.23113,-38.37256,SURF COAST,1,collision with some other object
20.00.00,Wednesday,143.68998,-37.61872,GOLDEN PLAINS,1,No collision and no object struck
19.42.00,Sunday,145.14617,-37.98244,DANDENONG,4,Collision with vehicle
19.30.00,Sunday,144.77463,-37.696,BRIMBANK,2,Collision with vehicle
